,公司代號,公司名稱,年份,數量
2185,2027,大成鋼,104,33
2186,2027,大成鋼,103,28
2187,2027,大成鋼,102,29
2188,2027,大成鋼,101,29
2189,2027,大成鋼,100,38
2190,2028,威致,109,19
2191,2028,威致,108,17
2192,2028,威致,107,23
2193,2028,威致,106,24
2194,2028,威致,105,31
2195,2028,威致,104,49
2196,2028,威致,103,28
2197,2028,威致,102,24
2198,2028,威致,101,18
2199,2028,威致,100,24
2200,2029,盛餘,109,11
2201,2029,盛餘,108,12
2202,2029,盛餘,107,13
2203,2029,盛餘,106,12
2204,2029,盛餘,105,8
2205,2029,盛餘,104,8
2206,2029,盛餘,103,14
2207,2029,盛餘,102,10
2208,2029,盛餘,101,11
2209,2029,盛餘,100,18
2210,2030,彰源,109,19
2211,2030,彰源,108,17
2212,2030,彰源,107,14
2213,2030,彰源,106,13
2214,2030,彰源,105,25
2215,2030,彰源,104,19
2216,2030,彰源,103,13
2217,2030,彰源,102,18
2218,2030,彰源,101,26
2219,2030,彰源,100,18
2220,2031,新光鋼,109,18
2221,2031,新光鋼,108,7
2222,2031,新光鋼,107,13
2223,2031,新光鋼,106,24
2224,2031,新光鋼,105,10
2225,2031,新光鋼,104,14
2226,2031,新光鋼,103,18
2227,2031,新光鋼,102,16
2228,2031,新光鋼,101,7
2229,2031,新光鋼,100,13
2230,2032,新鋼,109,11
2231,2032,新鋼,108,10
2232,2032,新鋼,107,12
2233,2032,新鋼,106,6
2234,2032,新鋼,105,9
2235,2032,新鋼,104,18
2236,2032,新鋼,103,5
2237,2032,新鋼,102,7
2238,2032,新鋼,101,12
2239,2032,新鋼,100,11
2240,2033,佳大,109,7
2241,2033,佳大,108,5
2242,2033,佳大,107,12
2243,2033,佳大,106,8
2244,2033,佳大,105,8
2245,2033,佳大,104,11
2246,2033,佳大,103,5
2247,2033,佳大,102,6
2248,2033,佳大,101,9
2249,2033,佳大,100,11
2250,2034,允強,109,7
2251,2034,允強,108,13
2252,2034,允強,107,14
2253,2034,允強,106,9
2254,2034,允強,105,7
2255,2034,允強,104,21
2256,2034,允強,103,10
2257,2034,允強,102,12
2258,2034,允強,101,15
2259,2034,允強,100,17
2260,2038,海光,109,18
2261,2038,海光,108,15
2262,2038,海光,107,10
2263,2038,海光,106,19
2264,2038,海光,105,20
2265,2038,海光,104,7
2266,2038,海光,103,16
2267,2038,海光,102,17
2268,2038,海光,101,23
2269,2038,海光,100,18
2270,2049,上銀,109,23
2271,2049,上銀,108,36
2272,2049,上銀,107,45
2273,2049,上銀,106,32
2274,2049,上銀,105,42
2275,2049,上銀,104,28
2276,2049,上銀,103,28
2277,2049,上銀,102,36
2278,2049,上銀,101,22
2279,2049,上銀,100,40
2280,2059,川湖,109,8
2281,2059,川湖,108,10
2282,2059,川湖,107,15
2283,2059,川湖,106,10
2284,2059,川湖,105,15
2285,2059,川湖,104,16
2286,2059,川湖,103,13
2287,2059,川湖,102,18
2288,2059,川湖,101,23
2289,2059,川湖,100,21
2290,2062,橋椿,109,31
2291,2062,橋椿,108,42
2292,2062,橋椿,107,25
2293,2062,橋椿,106,34
2294,2062,橋椿,105,64
2295,2062,橋椿,104,71
2296,2062,橋椿,103,32
2297,2062,橋椿,102,25
2298,2062,橋椿,101,13
2299,2062,橋椿,100,34
2300,2069,運錩,109,23
2301,2069,運錩,108,19
2302,2069,運錩,107,33
2303,2069,運錩,106,29
2304,2069,運錩,105,38
2305,2069,運錩,104,19
2306,2069,運錩,103,0
2307,2069,運錩,102,0
2308,2069,運錩,101,0
2309,2069,運錩,100,0
2310,2101,南港,109,19
2311,2101,南港,108,58
2312,2101,南港,107,29
2313,2101,南港,106,37
2314,2101,南港,105,62
2315,2101,南港,104,35
2316,2101,南港,103,67
2317,2101,南港,102,27
2318,2101,南港,101,37
2319,2101,南港,100,87
2320,2102,泰豐,109,29
2321,2102,泰豐,108,23
2322,2102,泰豐,107,18
2323,2102,泰豐,106,32
2324,2102,泰豐,105,25
2325,2102,泰豐,104,30
2326,2102,泰豐,103,30
2327,2102,泰豐,102,18
2328,2102,泰豐,101,18
2329,2102,泰豐,100,14
2330,2103,台橡,109,45
2331,2103,台橡,108,28
2332,2103,台橡,107,38
2333,2103,台橡,106,23
2334,2103,台橡,105,32
2335,2103,台橡,104,52
2336,2103,台橡,103,29
2337,2103,台橡,102,26
2338,2103,台橡,101,25
2339,2103,台橡,100,30
2340,2104,國際中橡,109,0
2341,2104,國際中橡,108,0
2342,2104,國際中橡,107,0
2343,2104,國際中橡,106,0
2344,2104,國際中橡,105,0
2345,2104,國際中橡,104,0
2346,2104,國際中橡,103,0
2347,2104,國際中橡,102,0
2348,2104,國際中橡,101,0
2349,2104,國際中橡,100,0
2350,2105,正新,109,30
2351,2105,正新,108,18
2352,2105,正新,107,31
2353,2105,正新,106,26
2354,2105,正新,105,34
2355,2105,正新,104,27
2356,2105,正新,103,41
2357,2105,正新,102,36
2358,2105,正新,101,32
2359,2105,正新,100,51
2360,2106,建大,109,24
2361,2106,建大,108,24
2362,2106,建大,107,36
2363,2106,建大,106,20
2364,2106,建大,105,23
2365,2106,建大,104,44
2366,2106,建大,103,43
2367,2106,建大,102,49
2368,2106,建大,101,27
2369,2106,建大,100,39
2370,2107,厚生,109,11
2371,2107,厚生,108,21
2372,2107,厚生,107,23
2373,2107,厚生,106,20
2374,2107,厚生,105,28
2375,2107,厚生,104,14
2376,2107,厚生,103,12
2377,2107,厚生,102,21
2378,2107,厚生,101,27
2379,2107,厚生,100,22
2380,2108,南帝,109,15
2381,2108,南帝,108,33
2382,2108,南帝,107,32
2383,2108,南帝,106,19
2384,2108,南帝,105,29
2385,2108,南帝,104,27
2386,2108,南帝,103,24
2387,2108,南帝,102,21
2388,2108,南帝,101,8
2389,2108,南帝,100,15
2390,2109,華豐,109,22
2391,2109,華豐,108,57
2392,2109,華豐,107,72
2393,2109,華豐,106,60
2394,2109,華豐,105,53
2395,2109,華豐,104,53
2396,2109,華豐,103,73
2397,2109,華豐,102,71
2398,2109,華豐,101,40
2399,2109,華豐,100,21
2400,2114,鑫永銓,109,11
2401,2114,鑫永銓,108,11
2402,2114,鑫永銓,107,17
2403,2114,鑫永銓,106,10
2404,2114,鑫永銓,105,11
2405,2114,鑫永銓,104,19
2406,2114,鑫永銓,103,22
2407,2114,鑫永銓,102,16
2408,2114,鑫永銓,101,21
2409,2114,鑫永銓,100,21
2410,2115,六暉-KY,109,38
2411,2115,六暉-KY,108,44
2412,2115,六暉-KY,107,66
2413,2115,六暉-KY,106,58
2414,2115,六暉-KY,105,45
2415,2115,六暉-KY,104,57
2416,2115,六暉-KY,103,42
2417,2115,六暉-KY,102,7
2418,2115,六暉-KY,101,0
2419,2115,六暉-KY,100,0
2420,2201,裕隆,109,70
2421,2201,裕隆,108,65
2422,2201,裕隆,107,40
2423,2201,裕隆,106,36
2424,2201,裕隆,105,33
2425,2201,裕隆,104,29
2426,2201,裕隆,103,26
2427,2201,裕隆,102,79
2428,2201,裕隆,101,56
2429,2201,裕隆,100,102
2430,2204,中華,109,11
2431,2204,中華,108,37
2432,2204,中華,107,29
2433,2204,中華,106,16
2434,2204,中華,105,23
2435,2204,中華,104,16
2436,2204,中華,103,18
2437,2204,中華,102,34
2438,2204,中華,101,15
2439,2204,中華,100,34
2440,2206,三陽工業,109,53
2441,2206,三陽工業,108,34
2442,2206,三陽工業,107,42
2443,2206,三陽工業,106,51
2444,2206,三陽工業,105,37
2445,2206,三陽工業,104,46
2446,2206,三陽工業,103,95
2447,2206,三陽工業,102,40
2448,2206,三陽工業,101,35
2449,2206,三陽工業,100,20
2450,2207,和泰車,109,51
2451,2207,和泰車,108,58
2452,2207,和泰車,107,74
2453,2207,和泰車,106,49
2454,2207,和泰車,105,54
2455,2207,和泰車,104,41
2456,2207,和泰車,103,46
2457,2207,和泰車,102,34
2458,2207,和泰車,101,27
2459,2207,和泰車,100,36
2460,2208,台船,109,27
2461,2208,台船,108,52
2462,2208,台船,107,52
2463,2208,台船,106,22
2464,2208,台船,105,26
2465,2208,台船,104,15
2466,2208,台船,103,19
2467,2208,台船,102,30
2468,2208,台船,101,26
2469,2208,台船,100,33
2470,2227,裕日車,109,19
2471,2227,裕日車,108,37
2472,2227,裕日車,107,31
2473,2227,裕日車,106,30
2474,2227,裕日車,105,18
2475,2227,裕日車,104,29
2476,2227,裕日車,103,22
2477,2227,裕日車,102,29
2478,2227,裕日車,101,34
2479,2227,裕日車,100,50
2480,2228,劍麟,109,22
2481,2228,劍麟,108,22
2482,2228,劍麟,107,32
2483,2228,劍麟,106,18
2484,2228,劍麟,105,21
2485,2228,劍麟,104,32
2486,2228,劍麟,103,25
2487,2228,劍麟,102,33
2488,2228,劍麟,101,9
2489,2228,劍麟,100,3
2490,2231,為升,109,51
2491,2231,為升,108,52
2492,2231,為升,107,39
2493,2231,為升,106,44
2494,2231,為升,105,48
2495,2231,為升,104,35
2496,2231,為升,103,35
2497,2231,為升,102,26
2498,2231,為升,101,22
2499,2231,為升,100,21
2500,2233,宇隆,109,19
2501,2233,宇隆,108,48
2502,2233,宇隆,107,55
2503,2233,宇隆,106,43
2504,2233,宇隆,105,31
2505,2233,宇隆,104,21
2506,2233,宇隆,103,35
2507,2233,宇隆,102,34
2508,2233,宇隆,101,19
2509,2233,宇隆,100,40
2510,2236,百達-KY,109,23
2511,2236,百達-KY,108,23
2512,2236,百達-KY,107,29
2513,2236,百達-KY,106,24
2514,2236,百達-KY,105,36
2515,2236,百達-KY,104,25
2516,2236,百達-KY,103,0
2517,2236,百達-KY,102,0
2518,2236,百達-KY,101,0
2519,2236,百達-KY,100,0
2520,2239,英利-KY,109,49
2521,2239,英利-KY,108,86
2522,2239,英利-KY,107,133
2523,2239,英利-KY,106,92
2524,2239,英利-KY,105,91
2525,2239,英利-KY,104,8
2526,2239,英利-KY,103,0
2527,2239,英利-KY,102,0
2528,2239,英利-KY,101,0
2529,2239,英利-KY,100,0
2530,2241,艾姆勒,109,25
2531,2241,艾姆勒,108,19
2532,2241,艾姆勒,107,23
2533,2241,艾姆勒,106,12
2534,2241,艾姆勒,105,21
2535,2241,艾姆勒,104,0
2536,2241,艾姆勒,103,0
2537,2241,艾姆勒,102,0
2538,2241,艾姆勒,101,0
2539,2241,艾姆勒,100,0
2540,2243,宏旭-KY,109,25
2541,2243,宏旭-KY,108,32
2542,2243,宏旭-KY,107,35
2543,2243,宏旭-KY,106,20
2544,2243,宏旭-KY,105,0
2545,2243,宏旭-KY,104,0
2546,2243,宏旭-KY,103,0
2547,2243,宏旭-KY,102,0
2548,2243,宏旭-KY,101,0
2549,2243,宏旭-KY,100,0
2550,2247,汎德永業,109,35
2551,2247,汎德永業,108,18
2552,2247,汎德永業,107,24
2553,2247,汎德永業,106,26
2554,2247,汎德永業,105,0
2555,2247,汎德永業,104,0
2556,2247,汎德永業,103,0
2557,2247,汎德永業,102,0
2558,2247,汎德永業,101,0
2559,2247,汎德永業,100,0
2560,2301,光寶科,109,32
2561,2301,光寶科,108,45
2562,2301,光寶科,107,34
2563,2301,光寶科,106,41
2564,2301,光寶科,105,38
2565,2301,光寶科,104,46
2566,2301,光寶科,103,80
2567,2301,光寶科,102,122
2568,2301,光寶科,101,73
2569,2301,光寶科,100,72
2570,2302,麗正,109,12
2571,2302,麗正,108,14
2572,2302,麗正,107,11
2573,2302,麗正,106,8
2574,2302,麗正,105,19
2575,2302,麗正,104,13
2576,2302,麗正,103,17
2577,2302,麗正,102,23
2578,2302,麗正,101,9
2579,2302,麗正,100,21
2580,2303,聯電,109,58
2581,2303,聯電,108,57
2582,2303,聯電,107,90
2583,2303,聯電,106,76
2584,2303,聯電,105,131
2585,2303,聯電,104,114
2586,2303,聯電,103,99
2587,2303,聯電,102,85
2588,2303,聯電,101,105
2589,2303,聯電,100,103
2590,2305,全友,109,24
2591,2305,全友,108,15
2592,2305,全友,107,16
2593,2305,全友,106,24
2594,2305,全友,105,17
2595,2305,全友,104,17
2596,2305,全友,103,28
2597,2305,全友,102,25
2598,2305,全友,101,17
2599,2305,全友,100,20
2600,2308,台達電,109,55
2601,2308,台達電,108,109
2602,2308,台達電,107,85
2603,2308,台達電,106,78
2604,2308,台達電,105,78
2605,2308,台達電,104,84
2606,2308,台達電,103,68
2607,2308,台達電,102,69
2608,2308,台達電,101,74
2609,2308,台達電,100,76
2610,2312,金寶,109,34
2611,2312,金寶,108,53
2612,2312,金寶,107,43
2613,2312,金寶,106,32
2614,2312,金寶,105,53
2615,2312,金寶,104,32
2616,2312,金寶,103,22
2617,2312,金寶,102,32
2618,2312,金寶,101,24
2619,2312,金寶,100,39
2620,2313,華通,109,44
2621,2313,華通,108,31
2622,2313,華通,107,37
2623,2313,華通,106,46
2624,2313,華通,105,28
2625,2313,華通,104,24
2626,2313,華通,103,36
2627,2313,華通,102,29
2628,2313,華通,101,26
2629,2313,華通,100,28
2630,2314,台揚,109,10
2631,2314,台揚,108,19
2632,2314,台揚,107,9
2633,2314,台揚,106,17
2634,2314,台揚,105,30
2635,2314,台揚,104,25
2636,2314,台揚,103,29
2637,2314,台揚,102,40
2638,2314,台揚,101,47
2639,2314,台揚,100,25
2640,2316,楠梓電,109,29
2641,2316,楠梓電,108,35
2642,2316,楠梓電,107,25
2643,2316,楠梓電,106,41
2644,2316,楠梓電,105,28
2645,2316,楠梓電,104,46
2646,2316,楠梓電,103,22
2647,2316,楠梓電,102,13
2648,2316,楠梓電,101,20
2649,2316,楠梓電,100,30
2650,2317,鴻海,109,96
2651,2317,鴻海,108,190
2652,2317,鴻海,107,717
2653,2317,鴻海,106,719
2654,2317,鴻海,105,728
2655,2317,鴻海,104,625
2656,2317,鴻海,103,476
2657,2317,鴻海,102,90
2658,2317,鴻海,101,117
2659,2317,鴻海,100,133
2660,2321,東訊,109,22
2661,2321,東訊,108,21
2662,2321,東訊,107,29
2663,2321,東訊,106,22
2664,2321,東訊,105,21
2665,2321,東訊,104,25
2666,2321,東訊,103,26
2667,2321,東訊,102,23
2668,2321,東訊,101,45
2669,2321,東訊,100,22
2670,2323,中環,109,93
2671,2323,中環,108,113
2672,2323,中環,107,126
2673,2323,中環,106,26
2674,2323,中環,105,36
2675,2323,中環,104,37
2676,2323,中環,103,21
2677,2323,中環,102,15
2678,2323,中環,101,33
2679,2323,中環,100,32
2680,2324,仁寶,109,49
2681,2324,仁寶,108,73
2682,2324,仁寶,107,67
2683,2324,仁寶,106,43
2684,2324,仁寶,105,41
2685,2324,仁寶,104,41
2686,2324,仁寶,103,44
2687,2324,仁寶,102,61
2688,2324,仁寶,101,47
2689,2324,仁寶,100,61
2690,2327,國巨,109,69
2691,2327,國巨,108,66
2692,2327,國巨,107,98
2693,2327,國巨,106,91
2694,2327,國巨,105,44
2695,2327,國巨,104,58
2696,2327,國巨,103,65
2697,2327,國巨,102,40
2698,2327,國巨,101,32
2699,2327,國巨,100,46
2700,2328,廣宇,109,31
2701,2328,廣宇,108,22
2702,2328,廣宇,107,26
2703,2328,廣宇,106,11
2704,2328,廣宇,105,18
2705,2328,廣宇,104,16
2706,2328,廣宇,103,22
2707,2328,廣宇,102,12
2708,2328,廣宇,101,25
2709,2328,廣宇,100,32
2710,2329,華泰,109,34
2711,2329,華泰,108,30
2712,2329,華泰,107,32
2713,2329,華泰,106,20
2714,2329,華泰,105,42
2715,2329,華泰,104,31
2716,2329,華泰,103,28
2717,2329,華泰,102,25
2718,2329,華泰,101,17
2719,2329,華泰,100,37
2720,2330,台積電,109,194
2721,2330,台積電,108,354
2722,2330,台積電,107,236
2723,2330,台積電,106,245
2724,2330,台積電,105,313
2725,2330,台積電,104,276
2726,2330,台積電,103,192
2727,2330,台積電,102,320
2728,2330,台積電,101,343
2729,2330,台積電,100,256
2730,2331,精英,109,17
2731,2331,精英,108,13
2732,2331,精英,107,26
2733,2331,精英,106,23
2734,2331,精英,105,16
2735,2331,精英,104,21
2736,2331,精英,103,27
2737,2331,精英,102,42
2738,2331,精英,101,30
2739,2331,精英,100,21
2740,2332,友訊,109,52
2741,2332,友訊,108,27
2742,2332,友訊,107,20
2743,2332,友訊,106,42
2744,2332,友訊,105,25
2745,2332,友訊,104,30
2746,2332,友訊,103,28
2747,2332,友訊,102,16
2748,2332,友訊,101,35
2749,2332,友訊,100,44
2750,2337,旺宏,109,33
2751,2337,旺宏,108,47
2752,2337,旺宏,107,51
2753,2337,旺宏,106,61
2754,2337,旺宏,105,48
2755,2337,旺宏,104,39
2756,2337,旺宏,103,27
2757,2337,旺宏,102,31
2758,2337,旺宏,101,20
2759,2337,旺宏,100,30
2760,2338,光罩,109,42
2761,2338,光罩,108,17
2762,2338,光罩,107,29
2763,2338,光罩,106,26
2764,2338,光罩,105,8
2765,2338,光罩,104,26
2766,2338,光罩,103,15
2767,2338,光罩,102,12
2768,2338,光罩,101,30
2769,2338,光罩,100,18
2770,2340,光磊,109,35
2771,2340,光磊,108,17
2772,2340,光磊,107,13
2773,2340,光磊,106,29
2774,2340,光磊,105,22
2775,2340,光磊,104,18
2776,2340,光磊,103,17
2777,2340,光磊,102,15
2778,2340,光磊,101,14
2779,2340,光磊,100,25
2780,2342,茂矽,109,28
2781,2342,茂矽,108,23
2782,2342,茂矽,107,44
2783,2342,茂矽,106,55
2784,2342,茂矽,105,43
2785,2342,茂矽,104,66
2786,2342,茂矽,103,40
2787,2342,茂矽,102,32
2788,2342,茂矽,101,30
2789,2342,茂矽,100,37
2790,2344,華邦電,109,25
2791,2344,華邦電,108,37
2792,2344,華邦電,107,24
2793,2344,華邦電,106,35
2794,2344,華邦電,105,20
2795,2344,華邦電,104,31
2796,2344,華邦電,103,31
2797,2344,華邦電,102,23
2798,2344,華邦電,101,24
2799,2344,華邦電,100,34
2800,2345,智邦,109,13
2801,2345,智邦,108,19
2802,2345,智邦,107,19
2803,2345,智邦,106,13
2804,2345,智邦,105,15
2805,2345,智邦,104,28
2806,2345,智邦,103,21
2807,2345,智邦,102,21
2808,2345,智邦,101,22
2809,2345,智邦,100,36
2810,2347,聯強,109,462
2811,2347,聯強,108,411
2812,2347,聯強,107,23
2813,2347,聯強,106,17
2814,2347,聯強,105,31
2815,2347,聯強,104,23
2816,2347,聯強,103,21
2817,2347,聯強,102,26
2818,2347,聯強,101,46
2819,2347,聯強,100,66
2820,2348,海悅,109,39
2821,2348,海悅,108,30
2822,2348,海悅,107,14
2823,2348,海悅,106,16
2824,2348,海悅,105,22
2825,2348,海悅,104,7
2826,2348,海悅,103,16
2827,2348,海悅,102,113
2828,2348,海悅,101,44
2829,2348,海悅,100,38
2830,2349,錸德,109,29
2831,2349,錸德,108,21
2832,2349,錸德,107,31
2833,2349,錸德,106,24
2834,2349,錸德,105,32
2835,2349,錸德,104,26
2836,2349,錸德,103,26
2837,2349,錸德,102,37
2838,2349,錸德,101,27
2839,2349,錸德,100,23
2840,2351,順德,109,11
2841,2351,順德,108,19
2842,2351,順德,107,23
2843,2351,順德,106,15
2844,2351,順德,105,20
2845,2351,順德,104,23
2846,2351,順德,103,12
2847,2351,順德,102,13
2848,2351,順德,101,14
2849,2351,順德,100,12
2850,2352,佳世達,109,62
2851,2352,佳世達,108,57
2852,2352,佳世達,107,47
2853,2352,佳世達,106,62
2854,2352,佳世達,105,42
2855,2352,佳世達,104,46
2856,2352,佳世達,103,48
2857,2352,佳世達,102,39
2858,2352,佳世達,101,38
2859,2352,佳世達,100,63
2860,2353,宏��,109,30
2861,2353,宏��,108,30
2862,2353,宏��,107,35
2863,2353,宏��,106,88
2864,2353,宏��,105,98
2865,2353,宏��,104,106
2866,2353,宏��,103,104
2867,2353,宏��,102,48
2868,2353,宏��,101,48
2869,2353,宏��,100,95
2870,2354,鴻準,109,45
2871,2354,鴻準,108,64
2872,2354,鴻準,107,138
2873,2354,鴻準,106,137
2874,2354,鴻準,105,94
2875,2354,鴻準,104,104
2876,2354,鴻準,103,50
2877,2354,鴻準,102,30
2878,2354,鴻準,101,43
2879,2354,鴻準,100,33
2880,2355,敬鵬,109,22
2881,2355,敬鵬,108,15
2882,2355,敬鵬,107,17
2883,2355,敬鵬,106,24
2884,2355,敬鵬,105,20
2885,2355,敬鵬,104,12
2886,2355,敬鵬,103,20
2887,2355,敬鵬,102,16
2888,2355,敬鵬,101,19
2889,2355,敬鵬,100,19
2890,2356,英業達,109,41
2891,2356,英業達,108,48
2892,2356,英業達,107,80
2893,2356,英業達,106,98
2894,2356,英業達,105,69
2895,2356,英業達,104,106
2896,2356,英業達,103,120
2897,2356,英業達,102,94
2898,2356,英業達,101,38
2899,2356,英業達,100,45
2900,2357,華碩,109,30
2901,2357,華碩,108,54
2902,2357,華碩,107,56
2903,2357,華碩,106,68
2904,2357,華碩,105,54
2905,2357,華碩,104,57
2906,2357,華碩,103,56
2907,2357,華碩,102,72
2908,2357,華碩,101,51
2909,2357,華碩,100,70
2910,2358,廷鑫,109,6
2911,2358,廷鑫,108,19
2912,2358,廷鑫,107,37
2913,2358,廷鑫,106,35
2914,2358,廷鑫,105,32
2915,2358,廷鑫,104,29
2916,2358,廷鑫,103,90
2917,2358,廷鑫,102,27
2918,2358,廷鑫,101,39
2919,2358,廷鑫,100,41
2920,2359,所羅門,109,23
2921,2359,所羅門,108,27
2922,2359,所羅門,107,21
2923,2359,所羅門,106,15
2924,2359,所羅門,105,13
2925,2359,所羅門,104,23
2926,2359,所羅門,103,18
2927,2359,所羅門,102,18
2928,2359,所羅門,101,9
2929,2359,所羅門,100,17
2930,2360,致茂,109,36
2931,2360,致茂,108,37
2932,2360,致茂,107,38
2933,2360,致茂,106,37
2934,2360,致茂,105,33
2935,2360,致茂,104,32
2936,2360,致茂,103,34
2937,2360,致茂,102,31
2938,2360,致茂,101,36
2939,2360,致茂,100,49
2940,2362,藍天,109,20
2941,2362,藍天,108,31
2942,2362,藍天,107,31
2943,2362,藍天,106,13
2944,2362,藍天,105,14
2945,2362,藍天,104,31
2946,2362,藍天,103,37
2947,2362,藍天,102,36
2948,2362,藍天,101,35
2949,2362,藍天,100,62
2950,2363,矽統,109,16
2951,2363,矽統,108,19
2952,2363,矽統,107,17
2953,2363,矽統,106,10
2954,2363,矽統,105,21
2955,2363,矽統,104,11
2956,2363,矽統,103,10
2957,2363,矽統,102,22
2958,2363,矽統,101,23
2959,2363,矽統,100,25
2960,2364,倫飛,109,26
2961,2364,倫飛,108,25
2962,2364,倫飛,107,27
2963,2364,倫飛,106,32
2964,2364,倫飛,105,25
2965,2364,倫飛,104,16
2966,2364,倫飛,103,15
2967,2364,倫飛,102,9
2968,2364,倫飛,101,13
2969,2364,倫飛,100,26
2970,2365,昆盈,109,30
2971,2365,昆盈,108,16
2972,2365,昆盈,107,21
2973,2365,昆盈,106,38
2974,2365,昆盈,105,29
2975,2365,昆盈,104,26
2976,2365,昆盈,103,34
2977,2365,昆盈,102,28
2978,2365,昆盈,101,21
2979,2365,昆盈,100,26
2980,2367,燿華,109,22
2981,2367,燿華,108,23
2982,2367,燿華,107,24
2983,2367,燿華,106,21
2984,2367,燿華,105,22
2985,2367,燿華,104,28
2986,2367,燿華,103,15
2987,2367,燿華,102,28
2988,2367,燿華,101,23
2989,2367,燿華,100,48
2990,2368,金像電,109,27
2991,2368,金像電,108,28
2992,2368,金像電,107,36
2993,2368,金像電,106,31
2994,2368,金像電,105,29
2995,2368,金像電,104,32
2996,2368,金像電,103,38
2997,2368,金像電,102,41
2998,2368,金像電,101,26
2999,2368,金像電,100,38
3000,2369,菱生,109,19
3001,2369,菱生,108,20
3002,2369,菱生,107,7
3003,2369,菱生,106,7
3004,2369,菱生,105,13
3005,2369,菱生,104,8
3006,2369,菱生,103,7
3007,2369,菱生,102,12
3008,2369,菱生,101,11
3009,2369,菱生,100,16
3010,2371,大同,109,145
3011,2371,大同,108,236
3012,2371,大同,107,67
3013,2371,大同,106,73
3014,2371,大同,105,41
3015,2371,大同,104,44
3016,2371,大同,103,62
3017,2371,大同,102,66
3018,2371,大同,101,57
3019,2371,大同,100,90
3020,2373,震旦行,109,21
3021,2373,震旦行,108,55
3022,2373,震旦行,107,135
3023,2373,震旦行,106,72
3024,2373,震旦行,105,28
3025,2373,震旦行,104,25
3026,2373,震旦行,103,22
3027,2373,震旦行,102,39
3028,2373,震旦行,101,39
3029,2373,震旦行,100,28
3030,2374,佳能,109,9
3031,2374,佳能,108,17
3032,2374,佳能,107,10
3033,2374,佳能,106,19
3034,2374,佳能,105,23
3035,2374,佳能,104,18
3036,2374,佳能,103,15
3037,2374,佳能,102,21
3038,2374,佳能,101,15
3039,2374,佳能,100,22
3040,2375,凱美,109,0
3041,2375,凱美,108,0
3042,2375,凱美,107,0
3043,2375,凱美,106,0
3044,2375,凱美,105,0
3045,2375,凱美,104,0
3046,2375,凱美,103,0
3047,2375,凱美,102,0
3048,2375,凱美,101,0
3049,2375,凱美,100,0
3050,2376,技嘉,109,10
3051,2376,技嘉,108,13
3052,2376,技嘉,107,17
3053,2376,技嘉,106,12
3054,2376,技嘉,105,14
3055,2376,技嘉,104,14
3056,2376,技嘉,103,13
3057,2376,技嘉,102,15
3058,2376,技嘉,101,24
3059,2376,技嘉,100,27
3060,2377,微星,109,12
3061,2377,微星,108,8
3062,2377,微星,107,16
3063,2377,微星,106,8
3064,2377,微星,105,12
3065,2377,微星,104,9
3066,2377,微星,103,6
3067,2377,微星,102,10
3068,2377,微星,101,36
3069,2377,微星,100,31
3070,2379,瑞昱,109,19
3071,2379,瑞昱,108,41
3072,2379,瑞昱,107,36
3073,2379,瑞昱,106,33
3074,2379,瑞昱,105,32
3075,2379,瑞昱,104,40
3076,2379,瑞昱,103,29
3077,2379,瑞昱,102,33
3078,2379,瑞昱,101,29
3079,2379,瑞昱,100,26
3080,2380,虹光,109,42
3081,2380,虹光,108,52
3082,2380,虹光,107,36
3083,2380,虹光,106,35
3084,2380,虹光,105,44
3085,2380,虹光,104,64
3086,2380,虹光,103,36
3087,2380,虹光,102,33
3088,2380,虹光,101,46
3089,2380,虹光,100,42
3090,2382,廣達,109,28
3091,2382,廣達,108,40
3092,2382,廣達,107,28
3093,2382,廣達,106,36
3094,2382,廣達,105,37
3095,2382,廣達,104,37
3096,2382,廣達,103,27
3097,2382,廣達,102,28
3098,2382,廣達,101,26
3099,2382,廣達,100,39
3100,2383,台光電,109,53
3101,2383,台光電,108,36
3102,2383,台光電,107,25
3103,2383,台光電,106,28
3104,2383,台光電,105,34
3105,2383,台光電,104,19
3106,2383,台光電,103,10
3107,2383,台光電,102,16
3108,2383,台光電,101,21
3109,2383,台光電,100,26
3110,2385,群光,109,40
3111,2385,群光,108,52
3112,2385,群光,107,49
3113,2385,群光,106,37
3114,2385,群光,105,70
3115,2385,群光,104,80
3116,2385,群光,103,77
3117,2385,群光,102,72
3118,2385,群光,101,52
3119,2385,群光,100,75
3120,2387,精元,109,22
3121,2387,精元,108,25
3122,2387,精元,107,22
3123,2387,精元,106,17
3124,2387,精元,105,16
3125,2387,精元,104,17
3126,2387,精元,103,13
3127,2387,精元,102,16
3128,2387,精元,101,21
3129,2387,精元,100,27
3130,2388,威盛,109,14
3131,2388,威盛,108,47
3132,2388,威盛,107,39
3133,2388,威盛,106,31
3134,2388,威盛,105,39
3135,2388,威盛,104,34
3136,2388,威盛,103,37
3137,2388,威盛,102,49
3138,2388,威盛,101,37
3139,2388,威盛,100,30
3140,2390,云辰,109,19
3141,2390,云辰,108,29
3142,2390,云辰,107,18
3143,2390,云辰,106,24
3144,2390,云辰,105,28
3145,2390,云辰,104,22
3146,2390,云辰,103,21
3147,2390,云辰,102,13
3148,2390,云辰,101,8
3149,2390,云辰,100,17
3150,2392,正崴,109,25
3151,2392,正崴,108,32
3152,2392,正崴,107,22
3153,2392,正崴,106,33
3154,2392,正崴,105,21
